自增ID,内部订单号,线上订单号,店铺名称,全渠道用户ID,发货日期,付款日期,应付金额,已付金额,状态,收货人,款号,商品编码,商品名称,颜色及规格,下单时间,省份,城市,平台站点,子订单编号,线上子订单编号,原始线上订单号,数量,商品单价,商品金额,原价,是否赠品,子订单状态,退款状态,登记数量,实退数量
70,INT20250000069,ON20250000069,COS女装官方旗舰店,af9594953494572396,2025-08-28 16:30:33,2025-08-27 16:30:33,774.0,774.0,已发货,王玉华,SPU069,SPU069-米色-M,休闲衬衫秋冬款,米色 加长,2025-08-27 16:30:33,湖南省,益阳市,京东,SUB20250000069,ONSUB20250000069,ORIG20250000069,2,387.0,774.0,520.04,否,已发货,退款关闭,0,0
71,INT20250000070,ON20250000070,H&M童装官方旗舰店,ad2121172321306137,2025-06-26 10:58:29,2025-06-23 10:58:29,340.0,340.0,已完成,荣玉兰,SPU001,SPU001-紫色-XS,套头卫衣热卖款,紫色 标准,2025-06-22 10:58:29,海南省,五指山市,淘宝,SUB20250000070,ONSUB20250000070,ORIG20250000070,1,340.0,340.0,473.24,否,已完成,成功退款,1,1
72,INT20250000071,ON20250000071,美特斯邦威男装官方旗舰店,ad5865261184051229,2025-08-23 15:40:21,2025-08-20 15:40:21,602.0,602.0,已发货,许建军,SPU106,SPU106-蓝色-XXXL,牛仔裤春季款,蓝色 标准,2025-08-18 15:40:21,江西省,萍乡市,拼多多,SUB20250000071,ONSUB20250000071,ORIG20250000071,2,301.0,602.0,407.79,否,已发货,申请退款,2,0
73,INT20250000072,ON20250000072,Stradivarius官方旗舰店,ab7634380917904531,2025-05-24 19:35:05,2025-05-22 19:35:05,952.0,952.0,已发货,罗明,SPU153,SPU153-红色-XXXL,童装套装夏季款,红色 宽松,2025-05-22 19:35:05,江西省,萍乡市,抖音,SUB20250000072,ONSUB20250000072,ORIG20250000072,2,476.0,952.0,710.54,否,已发货,未申请退款,0,0
74,INT20250000073,ON20250000073,GAP童装官方旗舰店,ab5057775186680717,2025-07-11 18:31:06,2025-07-09 18:31:06,1239.0,1239.0,已完成,张玉梅,SPU080,SPU080-红色-S,连帽卫衣夏季款,红色 加长,2025-07-09 18:31:06,宁夏回族自治区,石嘴山市,天猫,SUB20250000073,ONSUB20250000073,ORIG20250000073,3,413.0,1239.0,598.41,是,已完成,成功退款,3,2
75,INT20250000074,ON20250000074,ZARA童装官方旗舰店,ae4070517017977191,2025-05-26 16:47:58,2025-05-25 16:47:58,530.0,530.0,已发货,马慧,SPU101,SPU101-绿色-S,连帽卫衣春季款,绿色 宽松,2025-05-24 16:47:58,湖南省,湘潭市,京东,SUB20250000074,ONSUB20250000074,ORIG20250000074,2,265.0,530.0,308.38,否,已发货,退款中,2,2
76,INT20250000075,ON20250000075,森马男装官方旗舰店,ab6241319408606509,2025-08-28 23:23:05,2025-08-25 23:23:05,604.0,604.0,已发货,刘楠,SPU066,SPU066-黄色-S,速干短裤秋冬款,黄色 宽松,2025-08-24 23:23:05,西藏自治区,那曲市,拼多多,SUB20250000075,ONSUB20250000075,ORIG20250000075,2,302.0,604.0,416.61,否,已发货,申请退款,2,0
77,INT20250000076,ON20250000076,欧时力官方旗舰店,ac6359599788662057,2025-05-21 08:18:42,2025-05-18 08:18:42,735.0,735.0,已完成,曾琳,SPU193,SPU193-棕色-XS,针织衫夏季款,棕色 加长,2025-05-16 08:18:42,天津市,天津市,天猫,SUB20250000076,ONSUB20250000076,ORIG20250000076,3,245.0,735.0,355.49,否,已完成,退款关闭,0,0
78,INT20250000077,ON20250000077,播女装官方旗舰店,ab6462025490542926,2025-09-11 20:51:02,2025-09-10 20:51:02,91.0,91.0,已发货,方琳,SPU146,SPU146-米色-S,套头卫衣秋冬款,米色 短款,2025-09-09 20:51:02,上海市,上海市,微信,SUB20250000077,ONSUB20250000077,ORIG20250000077,1,91.0,91.0,125.5,否,已发货,未申请退款,0,0
79,INT20250000078,ON20250000078,欧时力官方旗舰店,ae5801983512901640,2025-08-26 12:14:28,2025-08-23 12:14:28,1344.0,1344.0,已完成,徐秀芳,SPU048,SPU048-绿色-均码,运动套装热卖款,绿色 宽松,2025-08-21 12:14:28,甘肃省,天水市,抖音,SUB20250000078,ONSUB20250000078,ORIG20250000078,3,448.0,1344.0,591.1,否,已完成,成功退款,3,3
80,INT20250000079,ON20250000079,欧时力官方旗舰店,ac4025045417828121,2025-10-04 06:38:29,2025-10-02 06:38:29,1089.0,1089.0,已完成,赵超,SPU166,SPU166-棕色-XXXL,家居服春季款,棕色 修身,2025-10-02 06:38:29,广西壮族自治区,钦州市,拼多多,SUB20250000079,ONSUB20250000079,ORIG20250000079,3,363.0,1089.0,467.6,是,已完成,成功退款,3,1
81,INT20250000080,ON20250000080,GAP官方旗舰店,ac6920833893198679,2025-05-11 11:47:15,2025-05-10 11:47:15,492.0,492.0,已发货,刘亮,SPU150,SPU150-米色-L,家居服秋冬款,米色 加长,2025-05-08 11:47:15,山东省,青岛市,淘宝,SUB20250000080,ONSUB20250000080,ORIG20250000080,3,164.0,492.0,206.22,是,已发货,退款中,3,3
82,INT20250000081,ON20250000081,太平鸟女装官方旗舰店,ab7110297749630302,2025-09-11 09:57:33,2025-09-10 09:57:33,119.0,119.0,已完成,杨玉英,SPU112,SPU112-红色-XXL,运动长裤春季款,红色 短款,2025-09-10 09:57:33,辽宁省,大连市,淘宝,SUB20250000081,ONSUB20250000081,ORIG20250000081,1,119.0,119.0,153.34,是,已完成,未申请退款,0,0
83,INT20250000082,ON20250000082,森马男装官方旗舰店,ad7731228454533429,2025-08-25 21:47:47,2025-08-23 21:47:47,438.0,438.0,已完成,周秀英,SPU195,SPU195-橙色-均码,套头卫衣经典款,橙色 短款,2025-08-23 21:47:47,广西壮族自治区,百色市,天猫,SUB20250000082,ONSUB20250000082,ORIG20250000082,1,438.0,438.0,549.53,否,已完成,成功退款,1,1
84,INT20250000083,ON20250000083,GAP童装官方旗舰店,ae4617448434110139,,,112.0,0.0,已取消,高峰,SPU051,SPU051-橙色-XS,短袖T恤夏季款,橙色 宽松,2025-06-23 04:09:41,海南省,五指山市,天猫,SUB20250000083,ONSUB20250000083,ORIG20250000083,1,112.0,112.0,149.73,否,已取消,未申请退款,0,0
85,INT20250000084,ON20250000084,Massimo Dutti男装官方旗舰店,ae2641814091722960,2025-10-12 17:31:27,2025-10-11 17:31:27,876.0,876.0,已发货,靳宁,SPU195,SPU195-橙色-均码,套头卫衣经典款,橙色 短款,2025-10-10 17:31:27,内蒙古自治区,鄂尔多斯市,微信,SUB20250000084,ONSUB20250000084,ORIG20250000084,2,438.0,876.0,533.75,否,已发货,退款中,2,0
86,INT20250000085,ON20250000085,欧时力女装官方旗舰店,ae4624498532235524,,2025-08-14 21:54:33,582.0,500.12,已付款,曹坤,SPU046,SPU046-黄色-均码,家居服经典款,黄色 加长,2025-08-14 21:54:33,湖南省,邵阳市,微信,SUB20250000085,ONSUB20250000085,ORIG20250000085,3,194.0,582.0,219.6,是,已付款,退款中,3,0
87,INT20250000086,ON20250000086,优衣库女装官方旗舰店,ab8855780295229722,2025-09-22 17:35:26,2025-09-20 17:35:26,914.0,914.0,已完成,徐秀英,SPU158,SPU158-白色-均码,休闲裤新款,白色 标准,2025-09-18 17:35:26,河北省,承德市,抖音,SUB20250000086,ONSUB20250000086,ORIG20250000086,2,457.0,914.0,585.23,是,已完成,退款关闭,0,0
88,INT20250000087,ON20250000087,COS官方旗舰店,ab5669686818367698,2025-09-15 14:32:02,2025-09-14 14:32:02,1335.0,1259.43,已发货,李桂芳,SPU170,SPU170-黄色-XL,运动长裤春季款,黄色 宽松,2025-09-14 14:32:02,吉林省,长春市,天猫,SUB20250000087,ONSUB20250000087,ORIG20250000087,3,445.0,1335.0,551.78,是,已发货,未申请退款,0,0
89,INT20250000088,ON20250000088,GAP女装官方旗舰店,ae2925264107523646,2025-10-07 05:53:33,2025-10-04 05:53:33,936.0,936.0,已完成,马强,SPU097,SPU097-蓝色-XS,羽绒服经典款,蓝色 宽松,2025-10-04 05:53:33,辽宁省,抚顺市,淘宝,SUB20250000088,ONSUB20250000088,ORIG20250000088,3,312.0,936.0,367.5,是,已完成,退款关闭,0,0
90,INT20250000089,ON20250000089,VERO MODA官方旗舰店,ad3948531036681075,2025-07-07 00:09:50,2025-07-04 00:09:50,427.0,427.0,已发货,吴勇,SPU067,SPU067-绿色-XXL,开衫秋冬款,绿色 标准,2025-07-03 00:09:50,山西省,阳泉市,微信,SUB20250000089,ONSUB20250000089,ORIG20250000089,1,427.0,427.0,516.44,是,已发货,退款关闭,0,0
91,INT20250000090,ON20250000090,Pull&Bear男装官方旗舰店,ab2372536777464461,2025-09-05 02:38:13,2025-09-02 02:38:13,492.0,492.0,已发货,李桂芳,SPU010,SPU010-黑色-XL,套头卫衣秋冬款,黑色 加长,2025-08-31 02:38:13,安徽省,淮北市,抖音,SUB20250000090,ONSUB20250000090,ORIG20250000090,3,164.0,492.0,212.78,是,已发货,未申请退款,0,0
92,INT20250000091,ON20250000091,GXG男装官方旗舰店,ab3841347662248782,,2025-11-01 14:54:59,780.0,780.0,已付款,刘阳,SPU018,SPU018-红色-XL,休闲裤秋冬款,红色 修身,2025-10-30 14:54:59,云南省,普洱市,微信,SUB20250000091,ONSUB20250000091,ORIG20250000091,2,390.0,780.0,539.82,是,已付款,未申请退款,0,0
93,INT20250000092,ON20250000092,优衣库官方旗舰店,af1183156965435161,2025-07-15 05:27:02,2025-07-12 05:27:02,342.0,342.0,已完成,宋辉,SPU005,SPU005-粉色-XL,条纹衬衫秋冬款,粉色 短款,2025-07-11 05:27:02,辽宁省,鞍山市,天猫,SUB20250000092,ONSUB20250000092,ORIG20250000092,1,342.0,342.0,448.65,否,已完成,未申请退款,0,0
94,INT20250000093,ON20250000093,Bershka女装官方旗舰店,af6294305854458084,,,294.0,0.0,已取消,吴帆,SPU101,SPU101-绿色-L,连帽卫衣春季款,绿色 修身,2025-10-06 08:31:02,云南省,文山壮族苗族自治州,拼多多,SUB20250000093,ONSUB20250000093,ORIG20250000093,1,294.0,294.0,394.22,是,已取消,未申请退款,0,0
95,INT20250000094,ON20250000094,韩都衣舍官方旗舰店,ae9480010902644003,2025-06-01 17:23:54,2025-05-30 17:23:54,143.0,143.0,已完成,刘莉,SPU035,SPU035-白色-XS,训练外套经典款,白色 宽松,2025-05-30 17:23:54,海南省,澄迈县,拼多多,SUB20250000094,ONSUB20250000094,ORIG20250000094,1,143.0,143.0,172.24,是,已完成,退款关闭,0,0
96,INT20250000095,ON20250000095,ZARA女装官方旗舰店,ad3643612979343081,2025-07-20 01:44:58,2025-07-19 01:44:58,218.0,218.0,已发货,陈兵,SPU051,SPU051-橙色-均码,短袖T恤夏季款,橙色 标准,2025-07-19 01:44:58,云南省,曲靖市,淘宝,SUB20250000095,ONSUB20250000095,ORIG20250000095,2,109.0,218.0,141.07,是,已发货,退款关闭,0,0
97,INT20250000096,ON20250000096,ZARA童装官方旗舰店,ae4624498532235524,2025-07-11 23:34:50,2025-07-10 23:34:50,192.0,192.0,已发货,曹坤,SPU133,SPU133-黑色-XXL,家居服新款,黑色 标准,2025-07-10 23:34:50,湖南省,邵阳市,淘宝,SUB20250000096,ONSUB20250000096,ORIG20250000096,2,96.0,192.0,135.96,是,已发货,退款关闭,0,0
98,INT20250000097,ON20250000097,韩都衣舍官方旗舰店,ab9106904186376352,2025-05-16 04:40:57,2025-05-13 04:40:57,750.0,750.0,已完成,罗波,SPU034,SPU034-棕色-XXL,休闲裤新款,棕色 宽松,2025-05-13 04:40:57,湖北省,潜江市,抖音,SUB20250000097,ONSUB20250000097,ORIG20250000097,3,250.0,750.0,341.9,是,已完成,未申请退款,0,0
99,INT20250000098,ON20250000098,森马女装官方旗舰店,ad7676411391504319,2025-09-11 10:55:09,2025-09-10 10:55:09,1041.0,1041.0,已发货,童飞,SPU127,SPU127-蓝色-均码,家居服秋冬款,蓝色 宽松,2025-09-08 10:55:09,陕西省,铜川市,抖音,SUB20250000098,ONSUB20250000098,ORIG20250000098,3,347.0,1041.0,499.83,否,已发货,未申请退款,0,0
100,INT20250000099,ON20250000099,江南布衣女装官方旗舰店,ad3327033887505886,2025-05-30 07:16:39,2025-05-29 07:16:39,574.0,574.0,已完成,耿雷,SPU034,SPU034-棕色-XL,休闲裤新款,棕色 宽松,2025-05-27 07:16:39,西藏自治区,昌都市,抖音,SUB20250000099,ONSUB20250000099,ORIG20250000099,2,287.0,574.0,413.18,否,已完成,退款关闭,0,0
101,INT20250000100,ON20250000100,GAP官方旗舰店,ad9808539931661661,2025-06-11 14:15:50,2025-06-10 14:15:50,560.0,560.0,已完成,马柳,SPU092,SPU092-黄色-XXXL,套头卫衣经典款,黄色 短款,2025-06-09 14:15:50,河北省,廊坊市,淘宝,SUB20250000100,ONSUB20250000100,ORIG20250000100,2,280.0,560.0,410.81,否,已完成,未申请退款,0,0
102,INT20250000101,ON20250000101,GXG官方旗舰店,ab9654004481123249,,2025-07-05 03:37:08,431.0,431.0,已付款,黄建平,SPU151,SPU151-蓝色-S,休闲衬衫夏季款,蓝色 短款,2025-07-03 03:37:08,安徽省,芜湖市,京东,SUB20250000101,ONSUB20250000101,ORIG20250000101,1,431.0,431.0,625.29,是,已付款,退款中,1,0
103,INT20250000102,ON20250000102,江南布衣女装官方旗舰店,ac1695038043126972,2025-08-27 13:28:01,2025-08-26 13:28:01,178.0,178.0,已发货,白阳,SPU058,SPU058-绿色-XL,运动套装热卖款,绿色 加长,2025-08-25 13:28:01,吉林省,延边朝鲜族自治州,微信,SUB20250000102,ONSUB20250000102,ORIG20250000102,1,178.0,178.0,209.01,是,已发货,退款关闭,0,0
104,INT20250000103,ON20250000103,Stradivarius女装官方旗舰店,ab3273404850025026,,2025-09-09 16:04:47,656.0,656.0,已付款,叶兵,SPU134,SPU134-粉色-M,西装外套春季款,粉色 加长,2025-09-08 16:04:47,江苏省,扬州市,淘宝,SUB20250000103,ONSUB20250000103,ORIG20250000103,2,328.0,656.0,361.06,否,已付款,退款中,2,0
105,INT20250000104,ON20250000104,太平鸟女装官方旗舰店,ac5265457117824148,2025-06-05 02:55:00,2025-06-02 02:55:00,783.0,783.0,已发货,陈秀英,SPU119,SPU119-米色-XL,针织衫秋冬款,米色 加长,2025-06-02 02:55:00,黑龙江省,双鸭山市,拼多多,SUB20250000104,ONSUB20250000104,ORIG20250000104,3,261.0,783.0,316.57,是,已发货,退款中,3,0
106,INT20250000105,ON20250000105,江南布衣女装官方旗舰店,ab8969465069507095,,,646.0,0.0,已取消,徐晨,SPU007,SPU007-米色-XL,羽绒服新款,米色 短款,2025-07-01 14:34:33,青海省,海北藏族自治州,抖音,SUB20250000105,ONSUB20250000105,ORIG20250000105,2,323.0,646.0,400.24,否,已取消,未申请退款,0,0
107,INT20250000106,ON20250000106,H&M男装官方旗舰店,ae7738596143084908,2025-06-15 07:04:35,2025-06-13 07:04:35,240.0,240.0,已完成,吴静,SPU088,SPU088-橙色-均码,童装套装春季款,橙色 修身,2025-06-11 07:04:35,河北省,沧州市,淘宝,SUB20250000106,ONSUB20250000106,ORIG20250000106,2,120.0,240.0,153.87,否,已完成,未申请退款,0,0
108,INT20250000107,ON20250000107,耐克官方旗舰店,ae6968021504435263,2025-07-14 07:10:20,2025-07-12 07:10:20,687.0,687.0,已发货,张洁,SPU033,SPU033-黄色-M,长袖T恤新款,黄色 短款,2025-07-11 07:10:20,北京市,北京市,微信,SUB20250000107,ONSUB20250000107,ORIG20250000107,3,229.0,687.0,255.82,否,已发货,退款中,3,0
109,INT20250000108,ON20250000108,欧时力女装官方旗舰店,ac9534170222786545,,,580.0,0.0,待付款,陈岩,SPU162,SPU162-白色-XXXL,休闲衬衫春季款,白色 修身,2025-10-03 08:08:00,青海省,玉树藏族自治州,微信,SUB20250000108,ONSUB20250000108,ORIG20250000108,2,290.0,580.0,429.86,否,待付款,未申请退款,0,0
110,INT20250000109,ON20250000109,阿迪达斯官方旗舰店,ab2768127442955133,2025-06-09 09:27:01,2025-06-06 09:27:01,468.0,468.0,已完成,陈敏,SPU044,SPU044-橙色-S,风衣新款,橙色 修身,2025-06-06 09:27:01,辽宁省,抚顺市,微信,SUB20250000109,ONSUB20250000109,ORIG20250000109,2,234.0,468.0,349.17,否,已完成,未申请退款,0,0
111,INT20250000110,ON20250000110,森马女装官方旗舰店,ae5635072291063736,2025-08-07 04:20:19,2025-08-04 04:20:19,1167.0,1167.0,已发货,蒋刚,SPU132,SPU132-灰色-XXL,风衣新款,灰色 加长,2025-08-04 04:20:19,江西省,抚州市,天猫,SUB20250000110,ONSUB20250000110,ORIG20250000110,3,389.0,1167.0,429.1,否,已发货,未申请退款,0,0
112,INT20250000111,ON20250000111,Pull&Bear官方旗舰店,ab4284487369262311,,2025-05-09 05:40:12,552.0,552.0,已付款,孙春梅,SPU047,SPU047-灰色-S,A字连衣裙夏季款,灰色 宽松,2025-05-07 05:40:12,安徽省,淮北市,拼多多,SUB20250000111,ONSUB20250000111,ORIG20250000111,3,184.0,552.0,213.3,是,已付款,申请退款,3,0
113,INT20250000112,ON20250000112,GXG官方旗舰店,ac9111263874059916,2025-09-17 09:25:59,2025-09-15 09:25:59,516.0,516.0,已发货,梁玉华,SPU038,SPU038-灰色-M,家居服热卖款,灰色 加长,2025-09-13 09:25:59,湖北省,鄂州市,拼多多,SUB20250000112,ONSUB20250000112,ORIG20250000112,2,258.0,516.0,344.8,否,已发货,申请退款,2,0
114,INT20250000113,ON20250000113,杰克琼斯男装官方旗舰店,ac7567389541786631,2025-08-26 09:59:35,2025-08-25 09:59:35,548.0,548.0,已完成,王英,SPU000,SPU000-黑色-XS,家居服春季款,黑色 加长,2025-08-25 09:59:35,甘肃省,武威市,淘宝,SUB20250000113,ONSUB20250000113,ORIG20250000113,2,274.0,548.0,326.41,是,已完成,退款关闭,0,0
115,INT20250000114,ON20250000114,ONLY官方旗舰店,af6818873633605788,,,290.0,0.0,待付款,江丽华,SPU029,SPU029-黑色-XL,伞裙夏季款,黑色 修身,2025-09-18 20:29:58,内蒙古自治区,巴彦淖尔市,京东,SUB20250000114,ONSUB20250000114,ORIG20250000114,1,290.0,290.0,431.19,否,待付款,未申请退款,0,0
116,INT20250000115,ON20250000115,江南布衣女装官方旗舰店,af5591095963633129,2025-07-12 06:04:32,2025-07-09 06:04:32,415.0,415.0,已完成,刘伟,SPU036,SPU036-红色-XXL,羽绒服热卖款,红色 标准,2025-07-07 06:04:32,湖北省,天门市,京东,SUB20250000115,ONSUB20250000115,ORIG20250000115,1,415.0,415.0,476.03,否,已完成,未申请退款,0,0
117,INT20250000116,ON20250000116,Mango官方旗舰店,ad3603118565764428,2025-07-25 06:35:33,2025-07-22 06:35:33,324.0,324.0,已完成,章桂荣,SPU120,SPU120-白色-L,风衣秋冬款,白色 短款,2025-07-22 06:35:33,西藏自治区,阿里地区,拼多多,SUB20250000116,ONSUB20250000116,ORIG20250000116,3,108.0,324.0,119.54,是,已完成,退款关闭,0,0
118,INT20250000117,ON20250000117,江南布衣官方旗舰店,ac3606576022572682,2025-06-26 09:15:37,2025-06-24 09:15:37,167.0,167.0,已完成,徐磊,SPU073,SPU073-蓝色-M,短裤秋冬款,蓝色 标准,2025-06-22 09:15:37,陕西省,咸阳市,京东,SUB20250000117,ONSUB20250000117,ORIG20250000117,1,167.0,167.0,188.86,否,已完成,退款关闭,0,0
119,INT20250000118,ON20250000118,COS女装官方旗舰店,ac6153354163907779,2025-09-08 21:01:38,2025-09-07 21:01:38,441.0,441.0,已完成,明丽娟,SPU192,SPU192-橙色-L,家居服夏季款,橙色 加长,2025-09-05 21:01:38,江西省,鹰潭市,抖音,SUB20250000118,ONSUB20250000118,ORIG20250000118,1,441.0,441.0,535.87,是,已完成,成功退款,1,1
120,INT20250000119,ON20250000119,太平鸟官方旗舰店,ab4003985110458075,2025-09-25 23:04:32,2025-09-22 23:04:32,180.0,180.0,已完成,席玉梅,SPU008,SPU008-米色-XL,开衫春季款,米色 短款,2025-09-22 23:04:32,西藏自治区,林芝市,淘宝,SUB20250000119,ONSUB20250000119,ORIG20250000119,1,180.0,180.0,225.76,否,已完成,退款关闭,0,0
121,INT20250000120,ON20250000120,GXG男装官方旗舰店,ad6734143058030182,2025-09-11 22:41:49,2025-09-10 22:41:49,642.0,642.0,已完成,曲建华,SPU137,SPU137-黄色-XXXL,西装外套秋冬款,黄色 标准,2025-09-08 22:41:49,云南省,临沧市,淘宝,SUB20250000120,ONSUB20250000120,ORIG20250000120,3,214.0,642.0,292.55,是,已完成,未申请退款,0,0
122,INT20250000121,ON20250000121,太平鸟男装官方旗舰店,ac1416255450332687,2025-06-22 15:48:31,2025-06-19 15:48:31,1449.0,1449.0,已发货,张俊,SPU164,SPU164-白色-S,连帽卫衣热卖款,白色 宽松,2025-06-17 15:48:31,海南省,万宁市,拼多多,SUB20250000121,ONSUB20250000121,ORIG20250000121,3,483.0,1449.0,642.53,否,已发货,申请退款,3,0
123,INT20250000122,ON20250000122,ZARA童装官方旗舰店,ac6472530714485836,2025-05-09 20:10:18,2025-05-07 20:10:18,393.0,393.0,已完成,王斌,SPU080,SPU080-红色-XL,连帽卫衣夏季款,红色 加长,2025-05-06 20:10:18,浙江省,丽水市,淘宝,SUB20250000122,ONSUB20250000122,ORIG20250000122,3,131.0,393.0,172.64,否,已完成,成功退款,3,2
124,INT20250000123,ON20250000123,ZARA童装官方旗舰店,ad1625286526155785,2025-10-15 21:26:21,2025-10-13 21:26:21,1095.0,1095.0,已完成,周秀华,SPU141,SPU141-红色-XXXL,跑步外套春季款,红色 短款,2025-10-13 21:26:21,山东省,德州市,京东,SUB20250000123,ONSUB20250000123,ORIG20250000123,3,365.0,1095.0,453.96,是,已完成,成功退款,3,1
125,INT20250000124,ON20250000124,太平鸟童装官方旗舰店,ad7746498863627021,2025-07-30 22:26:07,2025-07-29 22:26:07,711.0,711.0,已发货,赵玉珍,SPU150,SPU150-米色-XXXL,家居服秋冬款,米色 修身,2025-07-28 22:26:07,江西省,宜春市,抖音,SUB20250000124,ONSUB20250000124,ORIG20250000124,3,237.0,711.0,283.51,否,已发货,未申请退款,0,0
126,INT20250000125,ON20250000125,VERO MODA女装官方旗舰店,af4812339792742532,,2025-07-08 04:31:06,950.0,950.0,已付款,钟凯,SPU067,SPU067-绿色-L,开衫秋冬款,绿色 宽松,2025-07-07 04:31:06,福建省,龙岩市,天猫,SUB20250000125,ONSUB20250000125,ORIG20250000125,2,475.0,950.0,601.97,是,已付款,退款中,2,0
127,INT20250000126,ON20250000126,ONLY官方旗舰店,ad8652296040983502,2025-08-04 15:00:01,2025-08-03 15:00:01,849.0,849.0,已发货,亢帅,SPU145,SPU145-红色-M,西装外套经典款,红色 短款,2025-08-03 15:00:01,山东省,泰安市,抖音,SUB20250000126,ONSUB20250000126,ORIG20250000126,3,283.0,849.0,393.13,是,已发货,未申请退款,0,0
